Gender,Age,Height,Weight,FHWOW,FAVC,NO_OF_MEALS,PRIMARY_MEALS,WATERINTAKE,FAF,WeightClasses
Male,19.623574,1.818226,85.833029,yes,yes,2.954996,3.714833,2.430918,3,Overweight
Male,19.637947,1.809101,85,yes,yes,3,3,2.229171,2,Overweight
Male,21.413642,1.709484,75,yes,yes,2,3,2.843777,2,Overweight
Male,21.029633,1.607082,67.722222,yes,yes,2,3.691226,3,1,Overweight
Female,22.667596,1.718939,75.951472,yes,yes,2,3,2,0,Overweight
Male,20,1.831357,89.652557,yes,yes,2.555401,3.292386,3,2,Overweight
Female,21.81119,1.6,66.401407,yes,yes,2.108711,3,2.746197,2,Overweight
Female,21,1.754813,77.929204,yes,yes,2.915279,1.104642,1.530046,1,Overweight
Male,18.128206,1.778447,80.273807,yes,yes,1.570089,3,2,3,Overweight
Male,21,1.709561,75,yes,yes,2,3,1.636326,1,Overweight
Female,29.08107,1.674568,71.602622,yes,yes,2,3,1.701835,2,Overweight
Male,26.358919,1.755317,82.228794,yes,yes,1.94313,3.559841,2.367996,0,Overweight
Male,22.717249,1.708071,75,yes,yes,2.714447,3,3,1,Overweight
Male,19.816949,1.806947,85.079589,yes,yes,2,3,2.292073,1,Overweight
Female,24.023972,1.599697,64.808022,no,yes,2.903545,3,1.549931,0,Overweight
Female,32.593129,1.721903,72.748903,yes,yes,2,3,1,0,Overweight
Male,23,1.712556,75.480764,yes,yes,3,3.654061,1.229915,1,Overweight
Female,16.941489,1.551288,54.93242,no,yes,1.75375,1.296156,2,0,Overweight
Female,16.172992,1.603842,65,yes,yes,2.543563,1,2,1,Overweight
Female,23.71259,1.588597,62.339003,no,yes,2.39728,2.656588,2.061062,2,Overweight
Female,35.194089,1.673482,73.193589,yes,no,3,2.809716,1.591425,0,Overweight
Male,23.172982,1.858624,88.675503,yes,yes,2,2.77684,1.278231,1,Overweight
Female,37.218161,1.593894,63.320629,yes,yes,2.37464,3,2,3,Overweight
Male,19.076443,1.62,69.529625,no,yes,2.278644,1,2.628985,1,Overweight
Female,16.30687,1.616366,67.183128,yes,yes,1.620845,1,2,1,Overweight
Female,18.297229,1.637396,70,yes,yes,2,1.999014,2.326165,0,Overweight
Female,18.610761,1.550723,60.628321,no,yes,2.823179,2.644692,1.226764,1,Overweight
Female,17.451085,1.6,65,yes,yes,3,2.449723,2,0,Overweight
Male,29.740496,1.820471,87.668828,no,yes,3,3,1.174611,2,Overweight
Female,31.539393,1.657496,73.641633,yes,yes,2,3,1,0,Overweight
Male,18.026457,1.752123,80,yes,yes,2,2.794156,2.377362,0,Overweight
Male,19.47554,1.857231,88.138777,yes,yes,2.061952,4,2.426465,2,Overweight
Female,19,1.76,79.544998,yes,yes,2,1.146794,3,2,Overweight
Female,18,1.644682,68.392133,yes,yes,2,1.131695,1.344539,0,Overweight
Female,18.270434,1.737165,76.699774,yes,yes,2.838969,3,2.425927,1,Overweight
Female,19.816228,1.507853,64.259379,no,yes,2.568063,3,1.817983,0,Overweight
Male,28.39124,1.81006,87.286783,no,yes,3,3,1.205633,2,Overweight
Male,26.758516,1.80179,86.981202,no,yes,2.652958,2.488189,2,2,Overweight
Male,21.033794,1.625891,70,no,yes,2,1,2.00876,1,Overweight
Male,22.429812,1.64037,70,no,yes,2,1,2.069184,1,Overweight
Male,26.650419,1.791047,83.26312,no,yes,1.27785,3.999591,2.495944,0,Overweight
Male,21.618246,1.679306,75,yes,yes,2,3,1.957871,1,Overweight
Female,21.012542,1.615145,68.653347,yes,yes,1.729824,3.612941,2.043703,1,Overweight
Female,21.071195,1.616467,68.77185,yes,yes,1.452524,3.950553,2.109858,1,Overweight
Male,19.741202,1.816783,86.522799,yes,yes,2,3,2.177386,0,Overweight
Male,19.21638,1.812472,86.748295,yes,yes,2,3,2.168651,1,Overweight
Female,42.24475,1.768231,75.62931,yes,yes,3,2.951837,2.112032,0,Overweight
Male,22.283082,1.870931,89.251639,yes,yes,2,2.799979,1.081333,0,Overweight
Male,21.086512,1.863685,89.558854,yes,yes,2,3,1.005727,0,Overweight
Male,23.451595,1.670227,75,yes,yes,2,3,2,0,Overweight
Male,22.740275,1.717288,75.948164,yes,yes,2,3,2,0,Overweight
Male,18.900253,1.750359,79.828725,yes,yes,2,2.228113,2.045004,1,Overweight
Male,23.170309,1.707557,75.306702,yes,yes,2.303367,3.042774,1.277636,1,Overweight
Female,32.997118,1.672446,74.812707,yes,yes,2.948425,1.198643,1,0,Overweight
Female,32.501143,1.675979,74.959747,yes,yes,2.291846,1.555557,1,0,Overweight
Female,21.938831,1.611239,67.939653,yes,yes,1.906194,3.987707,2.597746,2,Overweight
Female,21.909534,1.611356,68.06609,yes,yes,1.834155,3.995957,2.632871,1,Overweight
Male,21,1.62,70,no,yes,2,1,3,1,Overweight
Female,37.455752,1.508908,63.183846,yes,yes,2.048582,1.047197,2,0,Overweight
Female,40,1.561109,62.871794,yes,yes,2.948248,3,2.429911,0,Overweight
Female,38.943282,1.554728,63.011645,yes,yes,2.869436,3,2.972426,2,Overweight
Female,21.987341,1.730182,78.55444,yes,yes,2.293705,1,2,2,Overweight
Female,21.198217,1.743841,78.88036,yes,yes,2.510583,1,2,2,Overweight
Male,21,1.62,70,no,yes,2,1,3,1,Overweight
Male,21,1.62,70,no,yes,2,1,3,1,Overweight
Male,21,1.62,70,no,yes,2,1,3,1,Overweight
Male,21,1.62,70,no,yes,2,1,3,1,Overweight
Male,21,1.62,70,no,yes,2,1,3,1,Overweight
Female,29.32038,1.642506,69.906708,yes,yes,2.366949,3,1.926577,2,Overweight
Female,31.255587,1.69308,71.927379,yes,yes,2.615788,3,1.771781,1,Overweight
Male,22.851773,1.752115,79.414603,yes,yes,3,1,2,2,Overweight
Male,26,1.745033,80,yes,yes,2.217267,1.193589,2,2,Overweight
Male,19.789291,1.820643,85,yes,yes,3,3,2.759246,2,Overweight
Male,19.895877,1.80733,85.073801,yes,yes,2.801514,3,2.734782,2,Overweight
Male,19.693804,1.8,85,yes,yes,2.188722,3,2.721356,2,Overweight
Male,19.226314,1.814255,85.255631,yes,yes,2.971351,3.390143,2.133767,2,Overweight
Male,21.652229,1.700181,75.057177,yes,yes,2.086093,3.546352,2.081121,2,Overweight
Female,21.687409,1.604697,68.016472,yes,yes,1.901611,3.266501,2.926995,1,Overweight
Female,21.455463,1.611,68.107866,yes,yes,1.977298,3.554974,2.217957,1,Overweight
Female,21,1.754497,77.956921,yes,yes,2.446872,2.372311,1.81031,0,Overweight
Female,21,1.752944,77.965532,yes,yes,2.839048,2.10601,1.639202,1,Overweight
Male,19.337404,1.859927,87.105828,yes,yes,2.21232,4,2.374044,2,Overweight
Male,21.701643,1.896073,90.52446,yes,yes,2.427689,3.715306,2.876096,2,Overweight
Male,21.620245,1.605314,66.621646,yes,yes,2.357496,3.376717,2.184843,1,Overweight
Female,21.012569,1.758628,78.370039,yes,yes,3,1,2,3,Overweight
Female,21.016623,1.755427,78.300084,yes,yes,3,1,2,3,Overweight
Female,19,1.779882,80.091886,yes,yes,1.078529,1.211606,2.568063,3,Overweight
Male,21,1.712061,75,yes,yes,2,3,1.333707,1,Overweight
Male,21,1.676014,75,yes,yes,2,3,1.164062,1,Overweight
Female,27.899784,1.7,74.244004,yes,yes,2,3,2,2,Overweight
Male,28.825223,1.765874,82.045045,yes,yes,1.064162,3.98955,2.028426,1,Overweight
Male,26.047077,1.74595,80.018571,yes,yes,1.993101,3.171082,2.364498,1,Overweight
Male,23,1.690196,75,yes,yes,2.620963,3,2.824559,1,Overweight
Male,20,1.81748,85,yes,yes,2.95118,3,3,2,Overweight
Female,21.832995,1.580964,65.363941,no,yes,2.021446,3,1.077917,1,Overweight
Female,30.255744,1.652084,73.575981,yes,yes,2,3,1,0,Overweight
Female,30.613586,1.645511,69.168978,yes,yes,2.000466,3,1.131448,0,Overweight
Male,23.245408,1.707968,75.383716,yes,yes,2.5621,3.105007,1.172427,0,Overweight
Female,18,1.456346,55.523481,no,yes,2,3,1.040342,0,Overweight
Female,18,1.498561,55.376512,no,yes,2,3,1.274718,0,Overweight
Female,16.950499,1.603501,65,yes,yes,2.96008,1,2,1,Overweight
Female,21.837058,1.558045,63.597633,no,yes,2.53915,1.590982,1.977801,1,Overweight
Female,27,1.55,62.877347,no,yes,2.244142,1.704828,1,1,Overweight
Female,35.483601,1.647514,73.91692,yes,no,3,2.725012,1.62244,1,Overweight
Male,23.801436,1.855779,86.098523,yes,yes,2,2.372339,1.675733,1,Overweight
Male,23.367212,1.853223,87.083266,yes,yes,2,1.097312,1.328835,1,Overweight
Female,40,1.570811,62.211572,yes,yes,2.253371,3,2.756916,1,Overweight
Female,16.38009,1.617124,67.913561,yes,yes,2.851664,1,2,1,Overweight
Female,16.865984,1.644053,67.439589,yes,yes,1.31415,1.068196,1.364957,0,Overweight
Female,16.093234,1.608914,65,yes,yes,1.321028,1,2,0,Overweight
Female,18,1.647971,68.818893,yes,yes,2,1.411685,1.859089,0,Overweight
Female,18.83919,1.624831,69.975607,yes,yes,2.253998,2.752318,2.328331,1,Overweight
Female,19.726522,1.508267,61.10403,no,yes,2.778079,3,1.696691,1,Overweight
Female,18.947102,1.518917,60.267427,no,yes,2.838037,2.737571,1.144467,1,Overweight
Female,17.781183,1.6,65,yes,yes,3,2.973504,2,0,Overweight
Male,33.100581,1.838791,87.85785,no,yes,2.814453,2.608055,1.85916,2,Overweight
Female,33.251015,1.730379,75.920519,yes,yes,2.013782,2.625942,1.045586,1,Overweight
Female,18.985119,1.759117,80,yes,yes,2,1.411808,2.651194,3,Overweight
Female,18.871917,1.755254,80,yes,yes,2,1.095223,2.474132,3,Overweight
Male,19.478533,1.804099,85.196279,yes,yes,2.459976,3.30846,2.078011,2,Overweight
Male,19.429723,1.813567,86.144904,yes,yes,2.643183,3.821461,2.397124,2,Overweight
Female,20.979254,1.75655,78.721696,yes,yes,2,3,2.813234,0,Overweight
Female,18.869151,1.756774,79.989789,yes,yes,2,2.658639,2.781628,2,Overweight
Female,18.236087,1.62,69.3899,yes,yes,2.22399,1,2.20312,0,Overweight
Female,20.901393,1.709585,75,yes,yes,2.104105,3,1.871033,1,Overweight
Female,17.08525,1.535618,57.259124,no,yes,1.972545,2.339614,1.711074,0,Overweight
Male,25.785925,1.818848,87.032398,no,yes,2.286481,1.713762,1.797161,2,Overweight
Male,26.787842,1.817641,87.107317,no,yes,2.971588,2.743277,1.394883,2,Overweight
Male,21.037514,1.636592,70,no,yes,2,1,2.881677,1,Overweight
Male,21.00829,1.621412,70,no,yes,2,1,2.795651,1,Overweight
Male,26.70371,1.802871,85.770013,yes,yes,2.872121,3.051804,2.111913,1,Overweight
Male,21.731497,1.696201,75.399191,yes,yes,2.109162,3.245148,1.971774,1,Overweight
Male,21.052894,1.694633,75.0522,yes,yes,2.178889,3.563744,1.853991,1,Overweight
Female,21,1.618148,68.981403,yes,yes,1.142468,3,2.197732,1,Overweight
Male,19.241058,1.856811,88.633616,yes,yes,2.047069,3.829101,1.641022,2,Overweight
Female,38.939448,1.738321,86.934846,no,yes,2.843709,3.058539,1.130079,3,Overweight
Female,39.965474,1.739293,80.914382,no,yes,2.416044,3.196043,1.352649,0,Overweight
Male,20.261925,1.807538,85.316125,yes,yes,2,3,1.968011,1,Overweight
Male,20.31094,1.849425,85.228116,yes,yes,2.146598,3,2.100112,1,Overweight
Male,21.420537,1.712473,75,yes,yes,2,3,1.362642,1,Overweight
Female,18.845518,1.753471,80,yes,yes,2,1.391778,2.64548,3,Overweight
Male,23.562135,1.717432,75.371244,yes,yes,2,3,2,0,Overweight
Male,23.118327,1.677573,75,yes,yes,2,3,2,0,Overweight
Female,33.732714,1.679725,74.885222,yes,yes,3,1.13715,1.000695,0,Overweight
Female,21.571288,1.600914,68.058902,yes,yes,1.766849,3.322522,2.616285,1,Overweight
Female,21.165574,1.617749,68.908136,yes,yes,1.188089,3.269088,2.039535,1,Overweight
Male,21,1.610209,68.865008,no,yes,1.910176,2.938135,2.943097,1,Overweight
Male,21,1.612556,69.463458,no,yes,2,1.259628,3,1,Overweight
Female,38.692265,1.548178,62.341438,yes,yes,2.956671,2.965494,2.868132,0,Overweight
Female,38.952866,1.568441,62.855073,yes,yes,2.002796,3,2.526775,0,Overweight
Female,36.631456,1.532322,62.417228,yes,yes,2.288604,2.845307,2.638164,0,Overweight
Female,21.996118,1.730199,78.997062,yes,yes,2.277077,1,2,1,Overweight
Female,21.951309,1.730167,78.429312,yes,yes,2.138334,1,2,2,Overweight
Male,22.018228,1.627396,70,no,yes,2,1,2.976177,1,Overweight
Male,21,1.62,70,no,yes,2,1,3,1,Overweight
Male,21,1.62,70,no,yes,2,1,3,1,Overweight
Male,21,1.62,70,no,yes,2,1,3,1,Overweight
Female,29.934465,1.638744,69.242354,yes,yes,2.029634,3,1.827515,0,Overweight
Female,31.166572,1.680858,71.81338,yes,yes,2.048216,3,1.305816,0,Overweight
Female,20.534606,1.758372,79.469513,yes,yes,2.8557,1,2.663861,3,Overweight
Male,19.97166,1.822573,85.084364,yes,yes,2.995599,3.095663,2.568157,3,Overweight
Male,19.627,1.815409,85.302146,yes,yes,2.987148,3.483449,2.359246,2,Overweight
Male,21.929387,1.698049,75,yes,yes,2,3,2.763573,2,Overweight
Female,21.009437,1.60681,67.773914,yes,yes,2,3.156309,3,1,Overweight
Female,21.538225,1.610327,67.999778,yes,yes,1.887951,3.728377,2.682107,1,Overweight
Male,22.828435,1.710415,75.142858,yes,yes,2.786008,3,2.526193,1,Overweight
Male,22.814657,1.716289,75.688433,yes,yes,2,3,2,0,Overweight
Male,19.576682,1.834715,89.429199,yes,yes,2.342323,3.60885,2.878866,2,Overweight
Female,21.814653,1.611822,67.140367,yes,yes,1.874935,3.370362,2.558773,1,Overweight
Female,21.979769,1.6,66.126964,yes,yes,2.213135,3,2.046766,2,Overweight
Female,21,1.753578,77.97917,yes,yes,2.273548,2.39007,1.648404,1,Overweight
Female,21.0285,1.742364,78.664618,yes,yes,2.780699,1.101404,1.579207,1,Overweight
Male,18.721041,1.775626,80.113493,yes,yes,1.687569,2.756405,2.079131,3,Overweight
Male,21,1.714253,75,yes,yes,2,3,1.081597,1,Overweight
Male,21,1.693628,75,yes,yes,2,3,1.833055,1,Overweight
Female,29.463168,1.659172,71.170001,yes,yes,2,3,1.281683,2,Overweight
Male,24.284861,1.776347,82.329047,yes,yes,1.989905,3.054899,2.080968,1,Overweight
Male,26.288417,1.767806,82.694689,yes,yes,1.947405,3.118013,2.136159,1,Overweight
Male,23.455324,1.702516,75,yes,yes,2.162519,3,2.152666,1,Overweight
Male,19.637203,1.814182,85.301029,yes,yes,2.923916,3.335876,2.372444,1,Overweight
Female,22.239836,1.59994,65.423942,no,yes,2.99448,3,1.706568,1,Overweight
Female,31.62638,1.666023,72.906186,yes,yes,2,3,1,0,Overweight
Male,23,1.701584,75.093569,yes,yes,3,3.205009,2.643468,1,Overweight
Male,22.874658,1.713343,75.828119,yes,yes,2.507841,3.648194,1.279756,0,Overweight
Female,17.420269,1.489409,53.620604,no,yes,1.836554,1.865238,2,0,Overweight
Female,17.807828,1.518067,55.822119,no,yes,1.773265,2.118153,1.075239,0,Overweight
Female,16.240576,1.616533,65.062945,yes,yes,2.388168,1,1.438018,0,Overweight
Female,23.252457,1.589616,65.127324,no,yes,2.286146,2.961113,2.657303,2,Overweight
Female,34.772902,1.675612,73.501233,yes,yes,3,2.400943,1.509734,0,Overweight
Male,22.766227,1.874061,89.754302,yes,yes,2,2.870005,1.15031,0,Overweight
Female,39.214514,1.580765,62.631382,yes,yes,2.487167,3,2.396977,1,Overweight
Male,19.858973,1.62,69.575315,no,yes,2.185938,1,2.81353,1,Overweight
Female,16.370009,1.613921,66.738769,yes,yes,2.206399,1,2,1,Overweight
Female,17.992717,1.618683,67.193585,yes,yes,1.952987,1,1.334856,1,Overweight
Male,19.179932,1.637537,70,yes,yes,2,1.030416,2.118716,1,Overweight
Female,19.621545,1.566524,61.616,no,yes,2.908757,2.696051,1.622827,1,Overweight
Female,19.755797,1.542328,63.856193,no,yes,2.628791,2.762883,1.512035,0,Overweight
Female,17.099015,1.6,65,yes,yes,3,2.401341,2,1,Overweight
Female,17.25813,1.600184,65,yes,yes,2.749629,2.298612,2,1,Overweight
Male,29.153907,1.773656,87.070234,no,yes,1.595746,3.618722,1.274389,2,Overweight
Female,32.278869,1.64602,74.147443,yes,yes,2.885178,2.562895,1.017006,1,Overweight
Female,31.793937,1.65015,73.810728,yes,yes,2.372494,2.849848,1.028538,1,Overweight
Male,18.014333,1.751029,80,yes,yes,2,2.805436,2.122884,0,Overweight
Male,19.685,1.838266,89.496905,yes,yes,2.153639,3.715148,2.703337,2,Overweight
Male,19.506389,1.824449,87.656029,yes,yes,2.793561,3.788602,2.429059,2,Overweight
Female,19,1.76,79.349221,yes,yes,2,1.893811,3,1,Overweight
Female,18,1.622241,68.250249,yes,yes,2,1.010319,1.319437,0,Overweight
Female,18.003153,1.729996,75.816864,yes,yes,2.992329,3,2.004908,1,Overweight
Female,18.052394,1.725233,75.970712,yes,yes,2.927409,3,2.209991,1,Overweight
Female,19.774317,1.541039,64.726948,no,yes,2.706134,2.669766,1.979848,0,Overweight
Male,21.180346,1.773766,89.28282,yes,yes,2.010684,1.322087,2,1,Overweight
Male,21.793724,1.75463,89.068227,yes,yes,2,2.041558,2.38725,1,Overweight
Male,20.880161,1.674327,80,yes,yes,2,3,2,2,Overweight
Male,21.18354,1.72,80.555875,yes,yes,2,2.468421,2,2,Overweight
Male,32.774488,1.913241,101.482054,yes,yes,2,2.110937,2.175632,1,Overweight
Male,31.327609,1.737984,82.523113,yes,yes,2.300408,3.071028,1.738959,0,Overweight
Male,29.956198,1.703688,82.207978,yes,yes,2.119643,3.292956,1.723372,0,Overweight
Male,21.403421,1.716308,80,yes,yes,2,3,2,3,Overweight
Male,22.591439,1.65,80,yes,yes,2,3,2,0,Overweight
Female,28.583944,1.57856,65.522744,yes,no,2,2.283673,1.970622,2,Overweight
Male,38.825189,1.780846,85.687751,yes,yes,2.901924,1.124977,2.76382,1,Overweight
Male,35.217173,1.823168,91.630257,yes,yes,2,2.9948,1.290979,1,Overweight
Female,20.392665,1.525234,65.220249,yes,no,2.451009,3,2,2,Overweight
Female,22.154854,1.481682,61.373868,yes,no,2,2.983297,1.453626,0,Overweight
Male,19.108796,1.768578,87.803311,yes,yes,2.754646,3,2.957821,2,Overweight
Female,20.70768,1.569878,69.743323,yes,no,2.417635,3,1.937674,1,Overweight
Female,20.634694,1.568188,67.904023,yes,no,2.512719,3,1.131169,0,Overweight
Male,22.052152,1.792527,89.994415,yes,yes,1.771693,1.890213,2,0,Overweight
Male,22.869778,1.795311,89.868784,yes,yes,1.57223,1.888067,2,0,Overweight
Female,22.909992,1.700038,80,yes,yes,2,3,2,1,Overweight
Female,23,1.668649,80.458343,yes,yes,2,2.256119,1.142873,1,Overweight
Male,24.679807,1.7,84.687554,yes,yes,2,3,2.020424,0,Overweight
Male,23.884212,1.713825,83.952968,yes,yes,2,2.6648,1.810738,1,Overweight
Female,25.461411,1.7,78.055968,yes,yes,2.661556,3,3,1,Overweight
Male,31.333798,1.835381,91.059595,yes,yes,2,3,1.18423,0,Overweight
Male,24.108711,1.7,80.761409,yes,yes,2,3,2.879402,0,Overweight
Female,28.830558,1.7,78,yes,yes,3,3,1.699971,2,Overweight
Male,17.570089,1.7,83.199034,yes,no,2.097373,2.547086,1.538626,1,Overweight
Female,19.027574,1.659877,77.272652,yes,yes,2.061461,2.812283,3,0,Overweight
Male,25.632447,1.836943,96.192662,yes,yes,1.317729,2.278652,2,2,Overweight
Male,22.94313,1.819614,93.086419,yes,yes,1.882235,1.240046,2,0,Overweight
Male,23.285553,1.717775,85.312639,yes,yes,2.951591,3,2.971557,0,Overweight
Male,23,1.791867,90,yes,yes,2.067817,3,1.082084,0,Overweight
Female,25.19291,1.7,80.749657,yes,yes,2.54527,3,2.269564,1,Overweight
Male,34.389906,1.68108,83.568035,yes,yes,2,1.660768,2.482294,1,Overweight
Female,26.595893,1.660756,78.574786,yes,yes,2,2.597608,2,0,Overweight
Male,55.24625,1.769269,80.491339,no,yes,2,3,2,1,Overweight
Male,34.543563,1.765188,85,yes,yes,2.694281,3,2.653831,2,Overweight
Male,21.808159,1.65,80,yes,yes,2,3,2,1,Overweight
Male,18.118277,1.654757,80,yes,yes,2.821977,2.044035,1.954968,1,Overweight
Female,42.189023,1.647768,79.165306,yes,yes,2,3,1,0,Overweight
Male,22,1.691303,80.539,yes,yes,2,2.038373,2,3,Overweight
Female,28.770852,1.532897,65.031879,yes,no,2,1,1,0,Overweight
Female,25.483381,1.565288,64.848627,yes,no,2,1,1,1,Overweight
Female,21.67315,1.5,63.65233,yes,no,2,1.474836,2,0,Overweight
Female,23.469538,1.507106,64.814109,yes,no,2.252472,3.986652,2,1,Overweight
Male,23,1.70074,81.32297,yes,yes,2,2.720642,1.5197,0,Overweight
Male,23,1.715118,81.650778,yes,yes,2,1.976744,1.628997,1,Overweight
Female,38.464538,1.696423,78.967919,yes,yes,3,3,2.981604,0,Overweight
Female,37.496175,1.653088,80,yes,yes,2.033745,3,1.517225,0,Overweight
Female,33.690239,1.681842,77.426465,yes,yes,3,2.679724,1.999737,2,Overweight
Female,34.369686,1.652202,77.13322,yes,yes,2.595128,1.619796,1.642251,1,Overweight
Male,31.426573,1.848683,99,yes,yes,2.759286,2.59257,2.549617,1,Overweight
Male,34.288249,1.835678,96.01851,yes,yes,2,1.546665,3,1,Overweight
Female,18.863875,1.560029,71.728069,yes,no,3,3.339914,2,1,Overweight
Female,18.951144,1.621048,72.105856,yes,no,3,3.884861,2,1,Overweight
Male,19.671876,1.699474,78,yes,no,1.925064,2.358298,2.774043,0,Overweight
Male,50.832559,1.745528,82.130728,yes,yes,2,3,1.774778,1,Overweight
Male,17.971574,1.720379,85,yes,yes,2,3,2.802498,1,Overweight
Male,18,1.758787,85.050558,yes,yes,2.846981,3,2.87781,1,Overweight
Male,18.701766,1.704908,81.384224,yes,yes,2.650629,1,1.708083,2,Overweight
Female,34.389679,1.691322,77.561602,yes,yes,3,1.802305,2,0,Overweight
Male,17.178483,1.78629,95.277392,yes,yes,2,3,3,1,Overweight
Male,33.0816,1.705617,83.016968,yes,yes,2,2.7976,2.991671,2,Overweight
Male,33.270448,1.733439,84.75383,yes,yes,2.631565,2.627173,2.253422,3,Overweight
Female,36.310292,1.701397,83,yes,yes,2,1,2,1,Overweight
Female,20,1.625236,74.433362,yes,no,2.522399,1.032887,2.397653,2,Overweight
Female,18.549437,1.545196,72.467862,yes,no,3,3.014808,2,2,Overweight
Male,34.243146,1.843172,92.69551,yes,yes,2,2.271734,2.629043,1,Overweight
Male,23.32012,1.705813,82.011962,yes,yes,2.784471,2.122545,2.984153,2,Overweight
Male,19.703095,1.704141,78.790936,yes,no,1.650505,3,2,2,Overweight
Male,19.223259,1.706082,78.073528,yes,no,1.961347,3,2,2,Overweight
Male,29.695603,1.842943,93.798055,yes,yes,2.133955,2.902766,1.753464,2,Overweight
Male,27,1.880992,99.623778,yes,yes,2.684528,1,1.05668,2,Overweight
Male,21.027662,1.726774,82.853749,yes,yes,2.265973,2.687502,2,2,Overweight
Male,33.015258,1.73196,84.315608,yes,yes,2,3,2.205911,1,Overweight
Male,18,1.751278,86.963628,yes,no,3,3,2,1,Overweight
Male,30.553097,1.780448,88.431954,yes,yes,2,1.178708,1.791286,1,Overweight
Male,33,1.85,97.92035,yes,yes,2,3,1.117464,1,Overweight
Male,24.911994,1.785241,88.03748,yes,yes,1.306844,2.279546,2,0,Overweight
Male,24.444846,1.718845,86.319887,yes,yes,2,2.677693,2.693978,0,Overweight
Female,19.911246,1.530248,68.85097,yes,no,2.258795,3.53009,1.172186,1,Overweight
Female,34.204408,1.664927,80.386078,yes,yes,2,3,2.641642,0,Overweight
Female,34.281681,1.673333,77.205685,yes,yes,2.689929,1.835543,1.718569,1,Overweight
Male,23.384374,1.725587,82.480214,yes,yes,2.712747,2.853676,1.526313,1,Overweight
Female,43.238402,1.733875,86.94538,yes,yes,2.353603,2.337035,1.830614,1,Overweight
Female,45,1.675953,79.66832,yes,yes,2.598051,3,1,0,Overweight
Male,22.087389,1.786238,89.802492,yes,yes,1.718156,1.631184,2,0,Overweight
Male,21.378039,1.718534,80,yes,yes,2,3,2,3,Overweight
Male,31.398281,1.919543,101.544589,yes,yes,2,1.005391,2.001936,1,Overweight
Male,31.484494,1.707613,82.586893,yes,yes,2.795086,3.250467,1.367876,0,Overweight
Male,21.709159,1.658393,80,yes,yes,2,3,2,3,Overweight
Female,30.711381,1.536819,65.912688,yes,no,2.030256,2.948721,1.984323,1,Overweight
Male,34.821442,1.805459,90.13868,yes,yes,2,1.80993,2.174835,0,Overweight
Female,20.843363,1.521008,67.083121,yes,no,2.493448,3,1.849997,1,Overweight
Male,19.443639,1.744733,87.27989,yes,yes,2.442536,3,2.825629,3,Overweight
Female,20.492077,1.529223,65.140408,yes,no,2.003951,3,1.207978,2,Overweight
Male,22.944349,1.799742,89.98168,yes,yes,1.34138,1.94671,2,0,Overweight
Female,23,1.681314,80.037202,yes,yes,2,2.9796,1.964435,0,Overweight
Male,24.06894,1.706912,85.743727,yes,yes,2,2.994198,2.747302,0,Overweight
Female,23.728707,1.663509,80,yes,yes,2,3,2.13755,0,Overweight
Male,29.216019,1.752265,88.096062,yes,yes,2,1.894384,2,0,Overweight
Male,24.751511,1.735343,83.337721,yes,yes,2.607335,3,2,0,Overweight
Female,28.977792,1.7,78,yes,yes,3,3,1.507638,2,Overweight
Male,17.441593,1.7,83.414072,yes,no,2.061384,2.579291,1.909253,1,Overweight
Female,19.126145,1.633794,77.858532,yes,no,2.696381,3,2.472964,2,Overweight
Male,24.122589,1.856759,95.887056,yes,yes,1.116068,2.449067,2,1,Overweight
Male,23,1.77433,90,yes,yes,2.116432,3,1.002292,0,Overweight
Female,28.824194,1.7,78,yes,yes,3,3,2.147074,1,Overweight
Male,34.204611,1.719509,84.416515,yes,yes,2.031246,3,2.803002,2,Overweight
Female,28.167799,1.658202,78,yes,yes,2.938031,1.532833,1.931242,1,Overweight
Male,55.137881,1.657221,80.993213,yes,yes,2,3,2,1,Overweight
Male,34.970367,1.713348,84.722222,yes,yes,2.884212,3,3,2,Overweight
Male,20.986834,1.677178,80.379575,yes,yes,2,2.961706,2,2,Overweight
Female,38.378056,1.67805,77.224574,yes,yes,2.444599,3,1.029798,0,Overweight
Male,22.18881,1.717722,81.92991,yes,yes,2,1.152521,1.723159,1,Overweight
Female,21.082384,1.486484,60.117993,yes,no,2,1.104642,1,0,Overweight
Female,25.293202,1.503379,64.342459,yes,no,2,1,1.639807,0,Overweight
Male,23,1.718981,81.66995,yes,yes,2,1.729553,1.400247,1,Overweight
Female,39.170029,1.688354,79.278896,yes,yes,3,3,2.994515,0,Overweight
Female,34.044229,1.665807,77.098973,yes,yes,2.976975,1.346987,1.868349,1,Overweight
Male,33.182127,1.838441,97.029249,yes,yes,2,1.977221,3,1,Overweight
Female,19.821996,1.653431,75.090439,yes,no,2.766036,2.443812,2.707927,1,Overweight
Male,19.149706,1.699818,78,yes,no,1.096455,2.491315,2.450069,0,Overweight
Male,46.491859,1.718097,88.600878,yes,yes,2.129969,3,1.568035,1,Overweight
Male,17.894784,1.731389,84.064875,yes,no,2.019674,2.843319,2.832004,1,Overweight
Male,18.88485,1.699667,79.67793,yes,no,2.735297,2.157164,1.087166,0,Overweight
Female,38.384177,1.698626,78.637307,yes,yes,3,3,2.503198,0,Overweight
Male,22.675679,1.823765,96.945262,yes,yes,1.588782,2.601675,2.469469,2,Overweight
Male,33.049121,1.708742,83.001642,yes,yes,2,1.171027,2.405172,2,Overweight
